name,city_id,is_activated,category,latitude,longitude,province_id
Dentaxim Dentist,34,TRUE,7,41.036608,28.985611,434
Akademi Lens Optik,34,TRUE,5,41.060445,29.01126,431
Aden Dent Diş Hekimi,34,TRUE,7,41.044842,29.00019,431
Prof. Dr. Meral Özmen Çocuk Üroloji Uzmanı,34,TRUE,4,41.045162,29.00014,431
Turkuaz Medikal,34,TRUE,1,41.005313,29.194555,450
Medikal,34,TRUE,1,40.974034,29.084646,444
Aşkın Optik,34,TRUE,5,41.011134,29.243748,450
Uzm. Kl. Psk. Huriye Çevik,34,TRUE,6,40.977585,28.793446,428
Diş Hekimi Deniz Erbik Baybeyi,34,TRUE,7,41.142911,28.461328,436
Özel Kaş Tıp Merkezi,34,TRUE,14,41.035685,28.82682,426
Diş Hekimi Mukaddes Güney,34,TRUE,7,40.980507,28.718117,425
Zeki Optik,34,TRUE,5,40.890954,29.181363,446
Uzm. Dr. Mustafa Arslan,34,TRUE,4,41.0601,28.955791,445
Adnan Ezen Optik,34,TRUE,5,41.043503,29.003736,431
Uzm. Dr. Muzaffer Uyar,34,TRUE,4,40.988096,28.846778,428
Erenköy Medikal,34,TRUE,1,40.972921,29.076259,444
Dental Point,34,TRUE,2,41.031803,28.843295,426
Diyetisyen Öznur Çam,34,TRUE,8,41.011775,28.938593,441
Cerrah Optik,34,TRUE,5,40.829306,29.354995,457
Özel Dora Hospital Hastanesi,34,TRUE,17,41.058945,29.00075,456
Diş Hekimi Hande Kahya Kliniği,34,TRUE,7,40.980594,28.719692,425
Mavi Nehir Optik,34,TRUE,5,40.985059,29.229465,450
Ahmet Çetinkaya Diş Hekimi,34,TRUE,7,41.045198,29.000346,431
Ömer Optik,34,TRUE,5,41.061056,28.801333,447
Dr. Burak Özçoban,34,TRUE,7,41.005111,28.833229,427
Akay Optik,34,TRUE,5,40.89076,29.178066,446
Novavital Medikal Ürünler,34,TRUE,1,40.994432,28.902907,460
Dr. Öğr. Üyesi Ayhan Önal,34,TRUE,4,41.059696,28.713804,425
Uzm. Kl. Psk. Ferhat Ekinci,34,TRUE,6,41.102008,28.787555,429
Dent Atacity Ağız ve Diş Sağlığı Merkezi,34,TRUE,2,40.978014,29.113149,424
Üsküdar Medical,34,TRUE,1,41.0153,29.028037,459
Nisan Medikal,34,TRUE,1,40.91604,29.199762,446
Gazi Öztürk Beslenme ve Diyet Merkezi,34,TRUE,8,41.003686,28.692111,439
Ersoy Optik,34,TRUE,5,41.00348,28.692674,439
Özel Atlas Polikliniği,34,TRUE,3,41.019908,28.648203,439
Diş Hekimi Sibel Çapaş,34,TRUE,7,41.182832,28.888679,440
Biruni Üniversitesi Tıp Fakültesi Hastanesi,34,TRUE,21,40.998684,28.79593,447
Diş Hekimi Yavuz Aktan,34,TRUE,7,40.878395,29.230369,449
Mavi Siyah Optik,34,TRUE,5,40.878539,29.230539,449
Öz Emin Optik,34,TRUE,5,41.049019,28.859783,438
Uzm. Kl. Psk. Seda Bircan Erdil,34,TRUE,6,41.012548,28.644259,433
Sultanbeyli Ağız ve Diş Sağlığı Merkezi,34,TRUE,16,40.981641,29.261669,453
Diş Hekimi Fazilet Eren,34,TRUE,7,40.878155,29.232834,449
Özel Diş Protez Laboratuvarı,34,TRUE,15,41.008038,28.870871,443
Medigar,34,TRUE,1,41.012292,28.940263,441
Öz Renk Optik,34,TRUE,5,40.825282,29.310594,457
Beyza Optik,34,TRUE,5,40.988554,28.782516,447
Medi Optik,34,TRUE,5,41.094686,29.100875,432
Ahmet Optik,34,TRUE,5,41.043484,29.00572,431
Emident Ağız ve Diş Sağlığı Polikliniği,34,TRUE,2,41.067398,28.994304,456
Medikal Satış,34,TRUE,1,40.876945,29.229834,449
Özel Eren Hastanesi,34,TRUE,17,40.979198,29.110761,424
Op. Dr. Sinan Göker,34,TRUE,4,41.05568,28.998195,456
Diş Hekimi Oya Çeliksoy Aydın,34,TRUE,7,41.067226,28.994679,456
Güven Optik,34,TRUE,5,41.068258,28.994699,456
Diş Hekimi Defne Kocaman,34,TRUE,7,41.068961,28.994512,456
Diş Hekimi Murat Taşçı,34,TRUE,7,40.983878,29.040466,444
Özel Duygu Hastanesi,34,TRUE,17,41.071555,28.901018,442
Diş Hekimi Vildan Yıldırım Oymak,34,TRUE,7,40.917147,29.196094,446
Sancaktepe Şehit Prof. Dr. İlhan Varank Eğitim ve Araştırma Hastanesi Sarıgazi Semt Polikliniği,34,TRUE,22,41.008789,29.215412,450
Fit Cadde Aktif Yaşam Merkezi,34,TRUE,19,40.971907,29.117354,424
Diş Hekimi Fatma Orhan,34,TRUE,7,40.96916,29.115224,424
İBB Tozkoparan Tıp Merkezi,34,TRUE,12,41.014902,28.892526,443
İBB Küçükçekmece Evde Sağlık Birimi,34,TRUE,12,41.034472,28.794119,447
Ulus Sağlık Birimi,34,TRUE,12,41.065482,29.028206,431
Diş Hekimi Sara Algannam,34,TRUE,7,40.965444,29.272537,453
Damla Kuz Optik,34,TRUE,5,41.070639,28.687643,429
Elips Optik,34,TRUE,5,41.120534,28.807239,429
Özel Haser Ağız ve Diş Sağlığı Merkezi,34,TRUE,2,41.045636,28.931873,440
Özel Dental Clinic,34,TRUE,2,41.086611,29.009375,431
Özel Prodenta Ağız ve Diş Sağlığı Polikliniği,34,TRUE,2,40.961861,29.084132,444
Özel Aile Diş Ağız ve Diş Sağlığı Polikliniği,34,TRUE,2,40.98525,29.232693,450
Diş Hekimi Münevvet Leblebicioğlu,34,TRUE,7,40.97482,29.063847,444
Dt. Esma Erdoğan,34,TRUE,7,41.016259,29.075569,459
Uzm. Dr. Ahmet Kaşif,34,TRUE,4,41.066456,28.92961,442
Medikal Ay,34,TRUE,1,41.071213,28.901683,442
Dakik Optik,34,TRUE,5,41.073321,28.902897,442
Gençer Ağız ve Diş Sağlığı Polikliniği,34,TRUE,2,41.062187,28.689518,429
Özel Batı Ataşehir Dent Grup Ağız ve Diş Sağlığı Polikliniği,34,TRUE,2,40.987524,29.100183,424
Özel Flora Diş Ağız ve Diş Sağlığı Polikliniği,34,TRUE,2,41.002976,28.542639,435
Özel Missdent Ağız ve Diş Sağlığı Polikliniği,34,TRUE,2,41.097075,28.805745,429
Özel Dentapolitan Ağız ve Diş Sağlığı Polikliniği,34,TRUE,2,41.029729,29.105979,458
Özel Elmasdent,34,TRUE,2,41.049499,28.896735,430
Özel Arnavutköy Estetik Ağız ve Diş Sağlığı Merkezi,34,TRUE,2,41.185885,28.739901,423
Özel Silivri Estetik Ağız ve Diş Sağlığı Polikliniği,34,TRUE,2,41.073856,28.248939,452
Dentropol Ağız ve Diş Sağlığı Polikliniği,34,TRUE,2,40.974216,29.120433,424
Ata Pera Ağız ve Diş Sağlığı Merkezi,34,TRUE,2,41.034758,28.976682,434
Çapa Ağız ve Diş Kliniği,34,TRUE,16,40.907055,29.253633,449
Özel Beyaz Işık Dış Polikliniği,34,TRUE,2,40.987202,28.904355,460
Özel Dentaneva Ağız ve Diş Sağlığı Polikliniği,34,TRUE,2,41.017935,28.947795,441
Özel Albatros Ağız ve Diş Sağlığı Polikinliği,34,TRUE,2,41.021228,28.586509,435
Avşar Optik,34,TRUE,5,41.00655,28.888424,443
Diş Polikliniği Lütfu Gündoğdu,34,TRUE,2,41.001243,28.860134,427
Diş Hekimi Müjgan Aral,34,TRUE,7,41.143023,28.459975,436
Uzm. Kl. Psk. Sena Öztürk,34,TRUE,6,41.070235,28.686468,429
Dr. Öğr. Üyesi Sabri Burhanoğlu,34,TRUE,4,41.077855,29.023285,431
Uzm. Dr. Birol Saral,34,TRUE,4,40.98371,29.113918,424
Derin Optik,34,TRUE,5,41.07321,28.903094,442
Aygör Optik,34,TRUE,5,41.157473,29.02454,451
Diş Hekimi Ahmet F. Bayraklı,34,TRUE,7,41.074401,28.75166,429
Ova Diş,34,TRUE,2,40.898618,29.169925,446
Diş Hekimi Şükran Hoşgöz,34,TRUE,7,41.075159,28.981053,445
Özel Tanfer Hastanesi,34,TRUE,17,41.062917,28.994565,456
Doç. Dr. Saynur Yılmaz Kadın Hastalıkları Uzmanı,34,TRUE,4,40.923728,29.290354,449
Prof. Dr.  Sinan Soley,34,TRUE,4,41.052956,28.994894,456
Dere Optik,34,TRUE,5,41.160789,29.043183,451
Özel Ota-Jinemed Hastanesi,34,TRUE,17,41.048828,29.000512,431
Özel Baypark Hastanesi,34,TRUE,17,41.062994,28.891239,430
Dent Okyanus Ağız ve Diş Sağlığı Polikliniği,34,TRUE,2,40.989409,29.033016,444
Dental Park,34,TRUE,2,41.016813,29.159501,458
Uğur Çok Amaçlı Diş Laboratuvarı,34,TRUE,15,41.012907,28.873345,443
Asa Dent,34,TRUE,2,40.986363,29.227337,450
Uludent,34,TRUE,2,40.99911,28.859156,427
Diş Tabibi Moiz Kankohen,34,TRUE,7,41.061805,28.986714,456
Dent Group,34,TRUE,2,41.032081,29.180204,437
Bebek Optik,34,TRUE,5,41.078046,29.04415,431
Betatech Medikal Cihazlar,34,TRUE,1,41.085666,28.789823,429
Bir Adım Sağlık,34,TRUE,19,41.056862,28.995062,456
Uzman Diş Ağız ve Diş Sağlığı Merkezi,34,TRUE,2,41.009339,28.652387,433
Dr. Sedat Altınışık Kupa Tedavisi,34,TRUE,4,40.964381,29.072891,444
Medical Ortopedi,34,TRUE,1,41.056806,28.995336,456
Ada Sağlık Kabini,34,TRUE,18,41.057427,28.996597,456
Op. Dr. Cengiz Ersezen,34,TRUE,4,40.962002,29.077777,444
Op. Dr. Makbule Özkan,34,TRUE,4,40.98755,29.098268,424
Hipermer Oksijen Tedavi Merkezi,34,TRUE,19,41.000679,28.870349,427
Diş Hekimi İnci Atilla,34,TRUE,7,41.077272,28.947615,440
Özmen Optik,34,TRUE,5,41.071216,28.902053,442
Gözlük & Gözlük Optik,34,TRUE,5,41.07156,28.90147,442
Atlas Optik,34,TRUE,5,40.878256,29.233529,449
Dr. Abdullah Ünal,34,TRUE,4,40.993673,28.869679,428
Uzm. Dr. Ali Gök,34,TRUE,4,40.994157,28.870262,428
Atasay Optik,34,TRUE,5,40.916067,29.199765,446
Mas Optik,34,TRUE,5,41.009452,29.135414,458
Diş Hekimi Aysan Çınarlı,34,TRUE,7,41.056919,28.854995,426
Bakış Optik,34,TRUE,5,41.022042,29.091041,458
Diş Hekimi Şeküre Sandal,34,TRUE,7,41.00394,28.90407,460
Diş Hekimi Erhan Özgür,34,TRUE,7,41.050135,28.875597,438
Özel Denttek 2 Ağız ve Diş Sağlığı Polikliniği,34,TRUE,2,41.017337,28.646477,439
Acıbadem Optik,34,TRUE,5,41.011674,29.053037,459
Özel Akkuş Ağız ve Diş Sağlığı Merkezi,34,TRUE,2,41.038315,28.827131,426
Şilem Optik,34,TRUE,5,41.173945,29.609677,455
Uzm. Kl. Psk. Büşra Yüce,34,TRUE,6,41.072227,28.689186,429
Diş Hekimi Emel Yaşbek,34,TRUE,7,40.926805,29.129388,448
Doç. Dr. Gürkan Kayabaşoğlu,34,TRUE,4,41.04979,28.990452,456
Ulus Optik,34,TRUE,5,41.007746,28.798569,447
Rumeli Park Gözlükçü,34,TRUE,5,41.008128,28.798695,447
Özel Samed Polikliniği,34,TRUE,3,40.985544,28.872616,428
Kule Optik,34,TRUE,5,41.025103,28.973562,434
Kuzey Ağız ve Diş Merkezi,34,TRUE,2,41.015342,29.028457,459
Sevgi Optik,34,TRUE,5,40.931339,29.212851,446
Diş Hekimi Mustafa Kalkan,34,TRUE,7,40.990252,28.780256,447
Sanat Optik,34,TRUE,5,40.959374,29.082131,444
Altun Optik,34,TRUE,5,41.016014,29.190663,437
Diş Hekimi Egemen Çınarlı,34,TRUE,7,41.056915,28.854987,426
Özel Dentica Ağız ve Diş Sağlığı Merkezi,34,TRUE,2,41.065625,28.899365,430
Kartal Dr. Lütfi Kırdar Şehir Hastanesi,34,TRUE,25,40.915453,29.174596,446
Medikal,34,TRUE,1,40.996098,29.025657,444
Park Dental,34,TRUE,2,40.991981,28.894393,460
B-B Gözlük,34,TRUE,5,40.979285,29.109341,424
Diş Hekimi Halit Gür,34,TRUE,7,41.05122,28.875439,438
İstanbul Üniversitesi Onkoloji Enstitüsü,34,TRUE,21,41.015883,28.934238,441
Diş Hekimi Dr. Mustafa Ertekin,34,TRUE,7,41.01969,28.943335,441
Diş Hekimi Nursel Coşgun Bali,34,TRUE,7,40.952739,29.100761,448
Dent Esteline,34,TRUE,2,41.051054,29.076712,459
Rb Medikal,34,TRUE,1,41.076609,28.247023,452
Renk Optik,34,TRUE,5,41.007471,28.53756,435
Özel Güneştepe Sağlık Kabini,34,TRUE,18,41.026119,28.861315,443
Diş Hekimi Burkay Doruk Özer,34,TRUE,7,41.075184,28.943082,440
Han Gözlükçü,34,TRUE,5,40.900921,29.207137,446
Özel Güner Sağlık Kabin Hizmetleri,34,TRUE,18,40.974567,29.116732,424
Diş Hekimi Hasan Molla Mümin,34,TRUE,7,41.036667,28.668751,439
Özel Ataköy Hastanesi,34,TRUE,17,40.992518,28.840854,427
Diş Hekimi Merve Dede,34,TRUE,7,41.064729,28.887862,430
Ebruli Optik,34,TRUE,5,40.98223,29.066757,444
Nur Optik,34,TRUE,5,40.991744,28.882069,428
Beyoğlu Psikolojik Terapi Merkezi,34,TRUE,6,41.050135,28.94985,434
Op. Dr. Mustafa Dağdelen,34,TRUE,4,41.020273,28.579491,435
Uzm. Dr. İlgen Nakipoğlu Şenli,34,TRUE,4,41.016521,28.639712,439
Via Optik,34,TRUE,5,40.878361,29.235128,449
Maltepe Optik,34,TRUE,5,40.954499,29.144199,448
Özel Hekimler Genel Tıp Merkezi,34,TRUE,14,41.016527,29.16248,458
Lünet Optik,34,TRUE,5,41.090745,29.081877,432
Op.Dr. Gonca Gökdemir,34,TRUE,4,41.048438,28.994615,456
Fermanlı Optik & Lens,34,TRUE,5,41.074656,28.248708,452
Özel Dentakay Ağız ve Diş Sağlığı Polikliniği,34,TRUE,2,41.049305,28.849636,426
Özel Üsküdar Hospitaltürk Hastanesi,34,TRUE,17,41.02597,29.021834,459
Haseki Optik,34,TRUE,5,41.009748,28.945318,441
İzzet Optik,34,TRUE,5,41.009062,28.948364,441
Klinik Nişantaşı,34,TRUE,3,41.054635,28.995088,456
Diş Hekimi Nebiye Aksoy,34,TRUE,7,41.043903,28.958814,434
Özel Sabit Diş Protez Laboratuvarı,34,TRUE,15,41.05953,28.912612,442
Diş Hekimi Aziz Yaltrak,34,TRUE,7,40.980614,28.722468,425
Özel Çetin Altın Ağız Vediş Sağlığı Polikliniği,34,TRUE,2,41.064356,28.902576,442
Diş Hekimi Emre Gür,34,TRUE,7,40.968984,29.123531,448
Giz Optik,34,TRUE,5,41.065912,28.899332,442
Berra Optik,34,TRUE,5,41.010965,29.018179,459
Şeker Optik,34,TRUE,5,41.099503,28.99255,445
Özel Metisdent Ağız ve Diş Sağlığı Polikliniği,34,TRUE,2,41.033255,28.798227,447
Modern Optik,34,TRUE,5,41.013867,28.974913,441
Ela Optik,34,TRUE,5,41.07345,28.247504,452
Uzm. Dr. Tülay Yarkın,34,TRUE,4,40.969571,29.064207,444
Çağ Optik,34,TRUE,5,41.098928,28.863255,454
Ak Optik,34,TRUE,5,41.038268,28.852662,426
Diş 34,34,TRUE,2,40.994331,28.900245,460
Diş Hekimi Bedir Kucur,34,TRUE,7,41.005942,28.931276,441
Sağlıklı Beslenme Merkezi,34,TRUE,8,40.92152,29.151989,448
Öz Asil Psikoteknik,34,TRUE,10,40.907259,29.185572,446
Doruk Optik,34,TRUE,5,41.007351,28.869992,443
Hayat Aktif Yaşam Merkezi,34,TRUE,19,41.018767,29.194186,437
Ortodentist Dr. Binnur Pamukçu Güner,34,TRUE,4,40.920291,29.137606,448
Yeşim Temel Özcan,34,TRUE,8,40.959964,29.082972,444
Elens Optik,34,TRUE,5,40.966658,29.099723,444
Dr. Demet Erdoğan,34,TRUE,4,41.086237,29.011081,431
Diş Hekimi Bülent Akyıldız,34,TRUE,7,41.057273,28.985884,456
Diş Hekimi Meret Uçankan,34,TRUE,7,40.981056,29.041112,444
Dentacenter,34,TRUE,2,40.916189,29.14725,448
Diş Hekimi Selçuk Aydın,34,TRUE,7,41.082875,29.002644,445
Yaşam Tıp Merkezi,34,TRUE,14,40.878845,29.235581,449
Gözde Optik,34,TRUE,5,41.078718,28.998924,445
Şifa Medikal,34,TRUE,1,41.048416,28.844929,426
Bavli Clinic,34,TRUE,7,41.067457,29.003515,456
Orçun Optik,34,TRUE,5,41.064708,28.97258,456
Tekin Medikal,34,TRUE,1,41.014945,28.932679,441
Dr. Hayri Gözlükgiller,34,TRUE,4,40.999192,28.867309,427
Özel Gençdental Ağız ve Diş Sağlığı Polikliniği,34,TRUE,2,41.008006,29.117728,458
Özel Çapa Medilife Hastanesi,34,TRUE,17,41.014917,28.933408,441
Çamlık Ağız ve Diş Sağlığı Merkezi,34,TRUE,16,41.013998,29.196155,437
Özel Bembeyaz Ağız ve Diş Sağlığı Polikliniği,34,TRUE,2,40.822492,29.309753,457
Dt. Kadir Çalayır Dt. Hanife Bozkurt Diş Polikliniği,34,TRUE,2,41.050312,28.87562,438
Diş Hekimi,34,TRUE,7,41.005524,28.936776,441
Dent Adres Ağız ve Diş Sağlığı Polikliniği,34,TRUE,7,41.047701,29.007647,431
Diş Protez Laboratuvarı,34,TRUE,15,41.009241,28.949012,441
Diş Hekimi Emre Kesilmez,34,TRUE,7,41.01175,28.941297,441
Kadın Hastalıkları Mehtap Şentürk Çiçek,34,TRUE,4,41.002607,28.871086,427
Venüs Optik,34,TRUE,5,41.036987,28.883057,438
Diş Hekimi Nuran Çulçuoğlu,34,TRUE,7,40.963778,29.07256,444
Dent Corner Ağız ve Diş Sağlığı Polikliniği,34,TRUE,2,41.041682,29.003531,431
Doç. Dr. Raşit Cevizli,34,TRUE,4,41.062937,28.987786,456
Özel Didem Çoban Ağız ve Diş Sağlığı Polikliniği,34,TRUE,2,40.87645,29.257707,449
Rebe Medikal,34,TRUE,1,40.982425,28.707209,425
Göztepe Optik,34,TRUE,5,41.05292,28.838397,426
Dr. Güneş Gündüz Erkaya,34,TRUE,4,40.971429,29.060917,444
Op. Dr. Ahmet Eren,34,TRUE,4,41.070468,28.891872,430
Diyetisyen,34,TRUE,8,41.01928,28.594554,435
Prof. Dr. Cem Kalaycı,34,TRUE,4,40.981412,29.040973,444
Özel Neva Ağız ve Diş Sağlığı Polikliniği,34,TRUE,2,40.992661,28.786718,447
Wonderdent Ağız ve Diş Sağlığı Merkezi,34,TRUE,2,41.086307,29.008424,431
İstanbul Büyükşehir Belediyesi Sağlık ve Hıfzıssıhha Müdürlüğü Ek Hizmet Binası,34,TRUE,12,41.016306,28.956408,441
Tera Fit,34,TRUE,19,41.020412,29.015245,459
Diş Hekimi Mehmet Işıldak,34,TRUE,7,40.96984,29.083963,444
Özel Derman Sağlık Kabini,34,TRUE,18,40.892977,29.245615,449
Diş Hekimi Emre Köse,34,TRUE,7,41.028224,28.980155,434
Diş Hekimi Alev Sarp,34,TRUE,7,41.043574,29.003466,431
Fitlife Kilo Kontrol ve Aktif Yaşam Kulübü,34,TRUE,8,41.01741,28.864756,443
Algı Ses İşitme Cihazları,34,TRUE,11,41.107113,28.870451,454
Silivri Optik,34,TRUE,5,41.073653,28.246391,452
Kırann Kurumsal Tekstil,34,TRUE,19,41.019245,28.877081,443
Doğa Göz Optik,34,TRUE,5,41.005037,29.195844,450
Alibeyköy Optik,34,TRUE,5,41.077199,28.946755,440
Diş Hekimi Ayhan Karakullukçu,34,TRUE,7,40.994114,28.870204,428
Diş Hekimi Serkan Koç,34,TRUE,7,41.003069,28.707442,425
Mahmutbey Ağız ve Diş Sağlığı Polikliniği,34,TRUE,2,41.052128,28.830335,426
Diş Hekimi Sedef Kıyak Şeker,34,TRUE,7,41.093781,29.088665,432
Nta Implant,34,TRUE,1,40.97679,29.124021,424
Özel Hospitadent Ağız ve Diş Sağlığı Merkezi,34,TRUE,2,40.881797,29.237673,449
İstanbul Üniversitesi Cerrahpaşa Tıp Fak.Hast.,34,TRUE,21,41.004699,28.939082,441
Homemade Aromaterapi,34,TRUE,19,41.024917,29.036571,459
Anka Optik,34,TRUE,5,41.026376,29.034423,459
Özel Ümran Tıp Merkezi,34,TRUE,14,41.022914,29.080625,459
Gülse Optik,34,TRUE,5,40.99511,28.842996,427
Diş Hekimi Aysun Oktay Çamlı,34,TRUE,7,41.063925,28.996598,456
Dt. Adnan Maytalman,34,TRUE,7,40.978912,29.115023,424
Dr. Şaban Yıldırım,34,TRUE,7,41.107942,28.859569,454
Op. Dr. Rahmi Özcelep,34,TRUE,4,41.024167,29.082497,459
Dr. İrfan Papila,34,TRUE,4,41.059722,28.986603,456
Odyo Center İşitme Cihazları,34,TRUE,11,41.011513,28.940324,441
Özel Dentlal Ağız ve Diş Sağlığı Polikliniği,34,TRUE,2,40.981122,29.069866,444
Duy Line İşitme Cihazları,34,TRUE,11,41.0249,29.018187,459
Dünya Göz Optik Lens,34,TRUE,5,41.082284,29.036431,431
Format Diyet Danışmanlığı,34,TRUE,8,40.877032,29.235351,449
Medikal Ürünler,34,TRUE,1,40.916636,29.145376,448
Op.Dr. Ajlan Çerçi,34,TRUE,4,40.987554,29.046006,444
Csi Medikal,34,TRUE,1,40.954532,29.144218,448
Diş Hekimi Gülhan Yumak,34,TRUE,7,40.901647,29.16694,446
Op. Dr. Selim Hüsrevoğlu,34,TRUE,4,40.959839,29.080758,444
Ercan Optik,34,TRUE,5,41.030284,28.914021,460
Gözaydın Optik,34,TRUE,5,40.992815,29.038774,444
Özel Rukiye Buğra Ağız ve Diş Sağlığı,34,TRUE,2,41.045556,29.000061,431
Diş Hekimi Murat Gümüş,34,TRUE,7,41.003266,28.866014,427
Uzm. Dr. Toygun Başaran,34,TRUE,4,41.055262,28.975575,456
Stm Medikal,34,TRUE,1,41.007295,28.799817,447
Sağlık Kabini,34,TRUE,18,40.931226,29.214574,446
Batu Optik,34,TRUE,5,41.050452,28.803264,447
Optimar Optik,34,TRUE,5,41.00664,28.798328,447
Levent Deniz,34,TRUE,4,40.977319,28.877116,428
Haseki Devlet Hastanesi,34,TRUE,13,41.009682,28.945306,441
Net Bakış Optik,34,TRUE,5,41.022176,29.090774,458
Diş Hekimi Selin Gürler,34,TRUE,7,41.020373,29.014717,459
Opticium - Flyinn Avm Şubesi,34,TRUE,5,40.973095,28.803443,428
Diva Optik,34,TRUE,5,41.071926,28.901329,442
Deniz Optik,34,TRUE,5,41.071949,28.258162,452
Nur Optik,34,TRUE,5,41.036567,28.857906,426
Şen Göz Optik,34,TRUE,5,41.008757,29.2126,450
Aktif Tıp Merkezi,34,TRUE,14,41.005464,29.147512,458
Özel Acıbadem Taksim Hastanesi,34,TRUE,17,41.041386,28.9823,456
Zeynep Optik,34,TRUE,5,40.932381,29.127266,448
Solozzo Gözlük Tamiri,34,TRUE,5,41.014099,28.974903,441
Bulvar Optik,34,TRUE,5,40.990662,29.02787,444
Kare Optik,34,TRUE,5,41.03065,28.838783,426
Atasun Optik,34,TRUE,5,40.925312,29.131448,448
Royal Psikoloji,34,TRUE,6,40.961384,29.074899,444
Özcan Optik,34,TRUE,5,41.004883,29.196721,450
Psk. Ayşe Merve Özreisoğlu,34,TRUE,6,41.058259,28.912316,442
Sevgi Optik,34,TRUE,5,41.032845,29.103151,458
Akkaya Optik,34,TRUE,5,41.111876,29.087623,432
Seçkin Optik,34,TRUE,5,40.998862,28.830751,427
Dr. Muhammed Aksoy,34,TRUE,4,41.061466,28.902083,430
Ottica Milano Optik,34,TRUE,5,41.015315,28.9752,441
Viva Optik,34,TRUE,5,41.093797,28.864464,454
Diş Hekimi Ertaç Örsmen,34,TRUE,7,41.054707,28.367159,452
Özel Asmdental Ağız ve Diş Sağlığı Polikliniği,34,TRUE,2,40.894838,29.274317,449
Karal Optik,34,TRUE,5,41.023893,29.090681,458
Prof. Dr. Murat Imer,34,TRUE,4,40.980661,29.041305,444
Diş Hekimi Necmi Pekmezci,34,TRUE,7,40.994974,28.790948,447
İBB Psikolojik Danışmanlık Merkezi,34,TRUE,12,41.066969,28.8973,430
Süreyyapaşa Medikal,34,TRUE,1,40.953639,29.14337,448
Çağrı İşitme Cihazları,34,TRUE,11,40.963357,29.265317,453
Diş Hekimi Yavuz Serdengeçti,34,TRUE,7,40.953337,29.100802,448
Bilici Medikal,34,TRUE,1,41.006464,28.939584,441
Dyt. Büşra Dinç,34,TRUE,8,40.978398,28.872836,428
Dr. Sevgi Gür,34,TRUE,4,40.858624,29.286679,449
Medivia Tıp Merkezi,34,TRUE,14,41.053628,29.075529,459
Kartal Optik,34,TRUE,5,40.890524,29.18119,446
Doraduy İşitme Cihaz,34,TRUE,11,40.953005,29.100443,448
Medikal,34,TRUE,1,40.996162,28.854259,427
Özel Kristal Diş Ağız ve Diş Sağlığı Polikliniği,34,TRUE,2,41.059061,28.711395,425
Bilge Optik,34,TRUE,5,41.099244,28.863235,454
Çağın Optik,34,TRUE,5,40.98938,29.028735,444
Hacı Bayram Optik,34,TRUE,5,40.976352,29.049162,444
Beyaz Işık Ağız ve Diş Sağlığı Polikliniği,34,TRUE,2,40.92618,29.307816,449
Prof. Dr. S.Ülker Öneş,34,TRUE,4,41.052624,28.986719,456
Duymer İşitme Cihazları,34,TRUE,11,40.877291,29.23187,449
Medieurope Hospital,34,TRUE,17,41.051031,28.796471,447
Akasya Optik,34,TRUE,5,41.01519,28.97511,441
Diş Hekimi Abuzer Öner,34,TRUE,7,41.017192,29.136173,458
Duymer İşitme Cihazları,34,TRUE,11,41.176819,29.612438,455
Dr. Hidayet Gürsoy,34,TRUE,4,40.878353,29.234198,449
Diş Hekimi Gökhan Hallaç,34,TRUE,7,40.988354,28.781675,447
Fzt. Nihat Sert,34,TRUE,4,41.00649,29.207248,450
Uzm. Kl. Psk. Ceren Kurtay Doğan,34,TRUE,6,41.018913,29.125542,458
Dr. Mustafa Arif Eras,34,TRUE,4,41.010932,28.942283,441
Diş Hekimi Esin Ünver,34,TRUE,7,41.016017,29.190589,437
6K Sağlık Medikal,34,TRUE,1,41.011023,28.939817,441
Kurthan Medikal,34,TRUE,1,41.007837,28.936025,441
Gör - Med Optik,34,TRUE,5,41.075833,28.251465,452
Gözdağı Sağlık Kabini,34,TRUE,18,40.894078,29.254122,449
Adalar Toplum Sağlığı Merkezi,34,TRUE,23,40.869658,29.127676,422
Karendent Ağız ve Diş Sağlığı Polikliniği,34,TRUE,2,40.978127,29.122961,424
Hedef Ağız ve Diş Sağlığı Polikliniği,34,TRUE,2,41.006632,29.14648,458
Oktav İşitme Cihazları,34,TRUE,11,41.005761,28.937639,441
Uzm. Dr. Müjgan Posta,34,TRUE,4,41.038404,28.826956,426
Psk. Ezgi Uygun Darama,34,TRUE,6,41.062767,28.987845,456
Uzm. Dr. Hulusi Levent,34,TRUE,4,40.843679,29.29967,457
Arabul Optik,34,TRUE,5,41.012121,28.927769,441
Arık Medikal,34,TRUE,1,41.00435,29.19856,450
Diş Hekimi,34,TRUE,7,41.008313,28.94584,441
Diker Optik,34,TRUE,5,40.986132,29.060303,444
Özel Maxxdent Ağız ve Diş Sağlığı Polikliniği,34,TRUE,2,40.977879,28.721631,425
Zeynep Optik,34,TRUE,5,40.874587,29.284062,449
Dr. Ferda Volkan,34,TRUE,4,40.959788,29.081205,444
Maltepe Medikal,34,TRUE,1,40.924524,29.129266,448
Medikal Ortopedi,34,TRUE,1,40.988154,29.057693,444
Boras Optik,34,TRUE,5,41.006101,29.215716,450
Diş Hekimi Yalçın Yurtkuran,34,TRUE,7,41.031386,28.827823,426
Diş Hekimi Seval Şirin Şahin,34,TRUE,7,40.988939,28.903603,460
